,resent,pslave1860,cottonsuit,coarea00,rugged,latitude,longitude,water1860,state.abb,sample.size
304,4.079807295,0.444037882,0.582345455,0.194406178,11.2261467,30.22423981,-82.62153523,0,FL,40.10525969
305,3.583624931,NA,NA,NA,3.446858883,NA,NA,NA,FL,203.941271
306,3.624280035,0.296252927,0.528189583,0.150879811,10.57548428,27.1862865,-81.80930755,0,FL,9.735243782
307,4.142917486,0.27901354,0.6539805,0.173742303,NA,29.71544543,-83.03492049,1,FL,6.772022573
308,3.964142438,0.391604257,0.449013333,0.206412304,11.48014164,30.33164193,-81.67058249,1,FL,394.859511
309,4.229881847,0.339979196,0.38625,0.182583227,25.34812355,30.66806767,-87.36233494,1,FL,131.0607087
310,3.380475845,0.318916105,0.554561765,0.122231945,NA,29.46140824,-81.31360074,1,FL,67.07209508
311,3.152304449,0.273109244,0.399069167,0.139017588,4.461677074,29.73837366,-84.93717055,1,FL,3.394637932
312,4.544956505,0.575670498,0.464755556,0.128704285,19.0139637,30.57945463,-84.61366866,1,FL,9.925788809
313,2,0.541423712,0.648604167,0.085839833,NA,29.72587554,-82.80033305,1,FL,3.278075915
314,NA,0.154823206,0.548401429,0.232176416,NA,26.9564841,-81.18878857,0,FL,3.84452794
315,4.472003978,0.341037689,0.414995238,0.138351773,NA,29.95502525,-85.22724272,1,FL,1.414420046
316,3,0.336302359,0.631194118,0.126330681,9.17223835,30.49632925,-82.94775907,1,FL,6.62978295
317,3.771075015,0.296252927,0.538345833,0.150977158,NA,27.49268287,-81.80991509,0,FL,7.222810213
318,3.835597359,0.154823206,0.526544444,0.27916019,NA,26.55351812,-81.16587394,0,FL,12.62290861
319,4.006133987,0.166666667,0.673147059,0.118149946,15.13483715,28.55273862,-82.4231908,1,FL,132.9361836
320,3.933219114,0.253414061,0.598915476,0.261272625,NA,27.3433448,-81.3409793,0,FL,49.38005003
321,3.904203788,0.189198256,0.542675758,0.258475043,12.43840313,27.92976727,-82.31081997,1,FL,545.2240352
322,4.015116138,0.080808081,0.436455556,0.119383057,13.96238995,30.86797903,-85.81414536,0,FL,17.93615087
323,4.148378295,0.085365854,0.603926471,0.127922291,NA,27.69428366,-80.60636269,1,FL,62.67153354
324,4.529155149,0.480262513,0.487985294,0.233048648,12.99895382,30.7954502,-85.21553985,1,FL,26.91525037
325,NA,0.645402997,0.512381818,0.148916787,18.00950813,30.4377743,-83.89513971,1,FL,0.841813796
326,NA,0.27901354,0.57110625,0.132681862,6.843933105,29.98550785,-83.18104084,1,FL,4.702184963
327,4.066655098,0.280401186,0.593758537,0.276708657,11.49732018,28.76150711,-81.71133681,1,FL,173.6613514
328,4.052696935,0.154823206,0.521188301,0.209799522,3.99296093,26.65811815,-82.11109683,1,FL,314.5852196
329,4.040461059,0.736368792,0.508354545,0.170748903,16.80908585,30.45809023,-84.27785402,0,FL,120.045273
330,3.79882073,0.365885907,0.665185366,0.276951367,7.591370106,29.31934655,-82.74261341,1,FL,28.99714964
331,5,0.357584077,0.50769,0.204684289,16.56294441,30.2414002,-84.88300232,1,FL,4.214828598
332,4.862161297,0.546214166,0.523117308,0.174141117,8.309847832,30.44414261,-83.47003582,1,FL,9.115834363
333,4.016934849,0.296252927,0.53714,0.188301507,9.973067284,27.4718824,-82.31555429,1,FL,163.3581315
334,4.062794422,0.617261006,0.652874038,0.39953444,10.35485744,29.21018113,-82.05680465,0,FL,191.6770685
335,4.122143439,0.085365854,0.4845,0.159597399,NA,27.07750861,-80.43107215,1,FL,61.79860501
336,4.337367379,NA,NA,NA,NA,NA,NA,NA,FL,35.24428927
337,3.596332952,0.149682602,0.198013127,0.278281799,3.088184118,24.8495627,-81.11278575,1,FL,27.97398881
338,3.934464228,0.442371021,0.478222,0.163046715,10.07520199,30.61038364,-81.80188883,1,FL,34.13345336
339,4.181352347,0.214595408,0.502015625,0.242906391,NA,30.69090845,-86.59172473,1,FL,80.49870175
340,3.835009452,0.085365854,0.520724242,0.210780002,NA,27.3862912,-80.88856921,0,FL,13.82846411
341,4.148121819,0.16514691,0.576487879,0.239751949,11.10612774,28.51469004,-81.32376039,0,FL,414.6910054
342,4.292171937,0.085365854,0.513528431,0.358083367,5.89375782,28.06263406,-81.14953782,0,FL,104.2674466
343,3.889812847,0.140835037,0.587167949,0.523708447,NA,26.64722654,-80.46522301,1,FL,372.1742788
344,3.924363914,0.166666667,0.595604,0.182855137,12.88587856,28.30919744,-82.39273376,1,FL,291.1951929
345,3.838631945,0.189198256,0.566885,0.079416518,NA,27.97098247,-82.7712715,1,FL,593.6441797
346,4.361397752,0.187081377,0.591483088,0.477420051,11.1420269,27.94884669,-81.69770603,0,FL,345.885883
347,3.417734191,0.38140369,0.539651613,0.199573541,13.74843502,29.60861322,-81.74429552,1,FL,52.84229106
348,4.1224014,0.338759887,0.487691304,0.162958229,6.10026598,29.90172303,-81.44060688,1,FL,113.4765691
349,4.387511235,0.085365854,0.605358333,0.145327777,NA,27.37753727,-80.47092335,1,FL,124.4531853
350,3.688973421,0.250182482,0.440959756,0.279896302,21.7664547,30.70031843,-87.02177743,1,FL,79.54141004
351,4.173713331,0.296252927,0.536564583,0.142890004,NA,27.18445502,-82.33160779,1,FL,251.2358143
352,4.109694657,0.16514691,0.56545,0.082488131,NA,28.71697786,-81.23635359,1,FL,182.7868962
353,3.449702959,0.354422208,0.634630769,0.138843136,8.261885643,28.70452129,-82.08099329,0,FL,49.12525384
354,4.466116462,0.444037882,0.634906818,0.167860792,11.52655411,30.195562,-82.99157597,1,FL,17.76436755
355,4.743539071,0.090317919,0.484515,0.254802518,8.256643295,30.04723758,-83.60337157,1,FL,9.236087009
356,NA,0.444037882,0.6468125,0.060495699,NA,30.04388505,-82.371412,0,FL,3.486937046
357,3.721583644,0.256476684,0.550538636,0.303737684,7.718958855,29.058242,-81.18182606,1,FL,366.0705613
358,4.281045585,0.411060232,0.524682609,0.152570127,8.325312614,30.16732443,-84.40075603,1,FL,12.63758802
359,3.77989016,0.150225377,0.517477907,0.279929976,23.29860115,30.64338849,-86.16957095,1,FL,26.48945832
360,4.898333807,0.22005571,0.492409091,0.149970337,17.77615356,30.61073169,-85.66529867,0,FL,10.43698116
361,5,0.177804296,0.53016875,0.126255158,11.61523819,31.74926283,-82.28903298,1,GA,4.336429218
362,4.5,0.211621231,0.5242,0.08442844,NA,31.29716539,-82.88013498,0,GA,1.886260292
